priority,overall_score,tier,company,city,state,segment,apollo_emp,est_actual_staff,revenue,num_locations,est_premium,likely_asian,in_kc_metro,prem_score,fit_score,acc_score,under_score,website,phone,notes
HIGH,4.4,Tier 1 — Big Bet,M & M Quality Solutions,Kansas City,Missouri,Transport/Logistics,47,58,2208000.0,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.mmqualitysolutions.com,'+1 816-994-2421,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,Laclede Cab,St. Louis,Missouri,Transport/Logistics,14,17,12864000.0,1.0,$40K-$80K+,False,False,5,3.5,5,3.5,http://www.lacledecab.com,'+1 314-535-1162,Subtype: fleet_and_warehouse; Revenue $12.9M
HIGH,4.4,Tier 1 — Big Bet,Core Carrier Corporation,Kansas City,Kansas,Transport/Logistics,23,28,,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.corecarrier.com,'+1 913-621-3434,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,Convoy Systems Llc,Kansas City,Kansas,Transport/Logistics,36,45,9684000.0,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.convoysystems.com,'+1 913-371-6500,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,Columbia Group,Liberty,Missouri,Transport/Logistics,28,35,7248000.0,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.columbia-group.com,'+1 908-991-0001,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,Cartwright International,Grandview,Missouri,Transport/Logistics,28,35,,1.0,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.cartwrightinternational.com,'+1 800-821-2511,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,Rodrock Homes LLC,Lenexa,Kansas,Construction,27,67,17624000.0,,$30K-$80K+,False,True,5,4.0,5,3.0,http://www.rodrockhomes.com,'+1 913-851-0347,Subtype: gc_with_subs; KC metro; Revenue $17.6M
HIGH,4.4,Tier 1 — Big Bet,Ricotta Heating and Air,Hillsboro,Missouri,Construction,13,22,6701000.0,2.0,$20K-$40K,False,False,5,3.5,5,3.5,http://www.ricottaheatingandair.com,'+1 314-333-5900,Subtype: artisan_trade; 2 locations
HIGH,4.4,Tier 1 — Big Bet,JHOOKER Construction,O'Fallon,Missouri,Construction,10,25,13045000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.jhookerconstruction.com,'+1 636-696-0825,Subtype: gc_with_subs; Revenue $13.0M
HIGH,4.4,Tier 1 — Big Bet,Rau Construction Company,Overland Park,Kansas,Construction,25,62,5905000.0,,$30K-$80K+,False,True,5,4.0,5,3.0,http://www.rauconstruction.com,'+1 913-642-6000,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,"International Express Trucking, Inc. (IXT)",Kansas City,Kansas,Transport/Logistics,28,35,,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.ixtkc.com,'+1 913-621-1525,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,InterCity Direct LLC,Lenexa,Kansas,Transport/Logistics,39,48,,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.intercitydirect.com,'+1 913-754-0303,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,"Infiniti Logistics, Inc.",Overland Park,Kansas,Transport/Logistics,21,26,18359000.0,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.infinitilogistics.com,'+1 877-324-4109,Subtype: fleet_and_warehouse; KC metro; Revenue $18.4M
HIGH,4.4,Tier 1 — Big Bet,Bowers Plumbing Company,Wichita,Kansas,Construction,13,22,6371000.0,,$20K-$40K,False,False,5,3.5,5,3.5,http://www.bowersplumbingcompany.com,'+1 316-263-1011,Subtype: artisan_trade
HIGH,4.4,Tier 1 — Big Bet,Boone County Lumber Co,Columbia,Missouri,Construction,13,22,14953000.0,,$20K-$40K,False,False,5,3.5,5,3.5,http://www.boonecountylumber.com,'+1 573-449-1251,Subtype: artisan_trade; Revenue $15.0M
HIGH,4.4,Tier 1 — Big Bet,SJ Electric LLC,Merriam,Kansas,Construction,25,62,,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.sjelectricllc.com,'+1 913-837-3549,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,SFE Enterprises,Belton,Missouri,Construction,20,50,,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.sfeenterprises.com,'+1 816-322-2206,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,J & J Drainage Products Co.,Hutchinson,Kansas,Construction,9,15,12631000.0,,$20K-$40K,False,False,5,3.5,5,3.5,http://www.jjdrainage.com,'+1 620-663-1575,Subtype: artisan_trade; Revenue $12.6M
HIGH,4.4,Tier 1 — Big Bet,Interior Surface Enterprises L.L.C.,Olathe,Kansas,Construction,17,29,29000.0,,$20K-$40K,False,True,5,4.0,5,3.0,http://www.interiorsurface.com,'+1 913-397-8100,Subtype: artisan_trade; KC metro
HIGH,4.4,Tier 1 — Big Bet,"Insco Industries, Inc.",Shawnee,Kansas,Construction,37,64,6321000.0,,$20K-$40K,False,True,5,4.0,5,3.0,http://www.inscoind.com,'+1 913-422-8001,Subtype: artisan_trade; KC metro
HIGH,4.4,Tier 1 — Big Bet,"Innovative Construction Services, Inc.",Wichita,Kansas,Construction,14,35,7523000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.ics-designs.com,'+1 316-260-1644,Subtype: gc_with_subs
HIGH,4.4,Tier 1 — Big Bet,Infinite Energy Engineering & Construction,Kansas City,Missouri,Construction,47,117,,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.infiniteenergyconstruction.com,'+1 816-763-7471,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,"SE Energy, LLC",Sikeston,Missouri,Construction,8,14,5000000.0,,$20K-$40K,False,False,5,3.5,5,3.5,http://www.se-energy.com,'+1 888-309-7349,Subtype: artisan_trade
HIGH,4.4,Tier 1 — Big Bet,Koehn Building Systems,Rich Hill,Missouri,Construction,7,17,34078000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.koehnbuildings.com,'+1 866-943-7751,Subtype: gc_with_subs; Revenue $34.1M
HIGH,4.4,Tier 1 — Big Bet,BBi Constructors,St. Peters,Missouri,Construction,6,15,19496000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.bbiconstructors.com,'+1 314-576-4000,Subtype: gc_with_subs; Revenue $19.5M
HIGH,4.4,Tier 1 — Big Bet,Ashlar Homes,Blue Springs,Missouri,Construction,23,57,,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.ashlarhomeskc.com,'+1 816-228-1188,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,Robertson Trucks LLC,Independence,Missouri,Transport/Logistics,24,30,,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.robertson-trucks.com,'+1 314-866-5805,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,KAW Services,Pleasant Valley,Missouri,Transport/Logistics,8,10,60812000.0,2.0,$40K-$80K+,False,False,5,3.5,5,3.5,http://www.kawservices.com,'+1 816-781-6300,Subtype: fleet_and_warehouse; 2 locations; Revenue $60.8M
HIGH,4.4,Tier 1 — Big Bet,KA Pazdera Hauling and Excavating LLC,Festus,Missouri,Transport/Logistics,12,15,19854000.0,,$40K-$80K+,False,False,5,3.5,5,3.5,http://www.kapazdera.com,'+1 636-937-4524,Subtype: fleet_and_warehouse; Revenue $19.9M
HIGH,4.4,Tier 1 — Big Bet,Precision Concrete Cutting and Coring,Kansas City,Kansas,Construction,26,45,,,$20K-$40K,False,True,5,4.0,5,3.0,http://www.wecutkc.com,'+1 913-681-9050,Subtype: artisan_trade; KC metro
HIGH,4.4,Tier 1 — Big Bet,Power Dry,Lenexa,Kansas,Construction,35,61,10236000.0,,$20K-$40K,False,True,5,4.0,5,3.0,http://www.powerdrykc.com,'+1 913-780-2444,Subtype: artisan_trade; KC metro; Revenue $10.2M
HIGH,4.4,Tier 1 — Big Bet,"Kelley Construction Co., Inc.",Topeka,Kansas,Construction,6,15,16717000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.kelley-construction.com,'+1 785-235-6040,Subtype: gc_with_subs; Revenue $16.7M
HIGH,4.4,Tier 1 — Big Bet,Kay Bee Electric Company Inc,Florissant,Missouri,Construction,14,35,39252000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.kaybeeelectric.com,'+1 314-837-3308,Subtype: gc_with_subs; Revenue $39.3M
HIGH,4.4,Tier 1 — Big Bet,"Phillips Southern Electric Co., Inc.",Wichita,Kansas,Construction,8,20,8285000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.phillips-southern.org,'+1 316-265-4186,Subtype: gc_with_subs
HIGH,4.4,Tier 1 — Big Bet,Pearce Construction,Kansas City,Missouri,Construction,46,115,16280000.0,,$30K-$80K+,False,True,5,4.0,5,3.0,http://www.pearceconstruction.com,'+1 816-941-3000,Subtype: gc_with_subs; KC metro; Revenue $16.3M
HIGH,4.4,Tier 1 — Big Bet,"SAB Homes (SAB Construction, LLC)",Lee's Summit,Missouri,Construction,29,72,2924000.0,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.sabhomes.com,'+1 816-524-3855,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,Deluxe Truck Stop,Saint Joseph,Missouri,Transport/Logistics,9,11,12146000.0,,$40K-$80K+,False,False,5,3.5,5,3.5,http://www.deluxetruckstop.com,'+1 816-232-0000,Subtype: fleet_and_warehouse; Revenue $12.1M
HIGH,4.4,Tier 1 — Big Bet,Byrne Electric Company,Saint Louis,Missouri,Construction,7,17,23758000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.byrne-electric.com,'+1 314-544-4071,Subtype: gc_with_subs; Revenue $23.8M
HIGH,4.4,Tier 1 — Big Bet,"Heartland Home Improvements, Inc.",Wichita,Kansas,Construction,10,25,10491000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.heartlandhomeimp.com,'+1 316-264-7744,Subtype: gc_with_subs; Revenue $10.5M
HIGH,4.4,Tier 1 — Big Bet,Shaw Supply Company,Kansas City,Missouri,Construction,20,35,42178000.0,,$20K-$40K,False,True,5,4.0,5,3.0,http://www.shawsupply.com,'+1 816-221-0060,Subtype: artisan_trade; KC metro; Revenue $42.2M
HIGH,4.4,Tier 1 — Big Bet,"Scovell Remodeling, Inc.",Kansas City,Missouri,Construction,19,47,15032000.0,,$30K-$80K+,False,True,5,4.0,5,3.0,http://www.scovellremodeling.com,'+1 816-361-5959,Subtype: gc_with_subs; KC metro; Revenue $15.0M
HIGH,4.4,Tier 1 — Big Bet,Schweiger Construction Company,Overland Park,Kansas,Construction,44,110,16183000.0,,$30K-$80K+,False,True,5,4.0,5,3.0,http://www.schweigercc.com,'+1 816-523-5875,Subtype: gc_with_subs; KC metro; Revenue $16.2M
HIGH,4.4,Tier 1 — Big Bet,Schloegel Design Remodel,Kansas City,Missouri,Construction,50,125,381000.0,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.remodelagain.com,'+1 816-361-9669,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,Horizon Lawn & Landscape,Lee's Summit,Missouri,Construction,25,43,,2.0,$20K-$40K,False,True,5,4.0,5,3.0,http://www.horizonlawnkc.com,'+1 816-347-8873,Subtype: artisan_trade; KC metro; 2 locations
HIGH,4.4,Tier 1 — Big Bet,Home Builders Association of Greater Kansas City,Kansas City,Missouri,Construction,24,60,1092000.0,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.kchba.org,'+1 816-942-8800,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,SVB Wood Floors,Grandview,Missouri,Construction,22,38,3513000.0,,$20K-$40K,False,True,5,4.0,5,3.0,http://www.svbwoodfloors.com,'+1 913-213-5187,Subtype: artisan_trade; KC metro
HIGH,4.4,Tier 1 — Big Bet,CargoQuotes,Lee's Summit,Missouri,Transport/Logistics,25,31,,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.cargoquotes.com,'+1 816-524-7500,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,Caravan Trailer,Kansas City,Missouri,Transport/Logistics,16,20,12666000.0,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.caravantrailer.com,'+1 866-253-7969,Subtype: fleet; KC metro; Revenue $12.7M
HIGH,4.4,Tier 1 — Big Bet,"CJ Industries, LLC",Kansas City,Kansas,Construction,26,65,,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.cjikc.com,'+1 913-788-1104,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,"CDM Investment Group, Inc.",Overland Park,Kansas,Construction,38,95,23638000.0,,$30K-$80K+,False,True,5,4.0,5,3.0,http://www.cdminvestmentgroup.com,'+1 402-896-1614,Subtype: gc_with_subs; KC metro; Revenue $23.6M
HIGH,4.4,Tier 1 — Big Bet,"CDI Industrial and Mechanical Contractors, Inc.",Lenexa,Kansas,Construction,21,52,10485000.0,,$30K-$80K+,False,True,5,4.0,5,3.0,http://www.cdikc.com,'+1 913-287-0334,Subtype: gc_with_subs; KC metro; Revenue $10.5M
HIGH,4.4,Tier 1 — Big Bet,"C. Rallo Contracting Co., Inc.",St. Louis,Missouri,Construction,15,37,28343000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.crallo.com,'+1 314-664-2900,Subtype: gc_with_subs; Revenue $28.3M
HIGH,4.4,Tier 1 — Big Bet,CityWide Electric Inc.,Shawnee,Kansas,Construction,23,57,28316000.0,,$30K-$80K+,False,True,5,4.0,5,3.0,http://www.cweinc.net,'+1 913-631-1189,Subtype: gc_with_subs; KC metro; Revenue $28.3M
HIGH,4.4,Tier 1 — Big Bet,Champion Floor Company,St. Louis,Missouri,Construction,6,10,15248000.0,,$20K-$40K,False,False,5,3.5,5,3.5,http://www.championfloor.com,'+1 314-888-9001,Subtype: artisan_trade; Revenue $15.2M
HIGH,4.4,Tier 1 — Big Bet,Certified Industrial Partners,Kansas City,Missouri,Construction,21,36,,,$20K-$40K,False,True,5,4.0,5,3.0,http://www.ci.partners,'+1 913-621-1813,Subtype: artisan_trade; KC metro
HIGH,4.4,Tier 1 — Big Bet,Accumax Auto Parts,Joplin,Missouri,Transport/Logistics,6,7,17631000.0,,$40K-$80K+,False,False,5,3.5,5,3.5,http://www.accumaxparts.com,'+1 417-624-8886,Subtype: fleet; Revenue $17.6M
HIGH,4.4,Tier 1 — Big Bet,ASAP Transport Solutions,Lenexa,Kansas,Transport/Logistics,21,26,8474000.0,1.0,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.asaptransportsolutions.com,'+1 800-757-1178,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,"Bourne Logistics Management, Inc.",Joplin,Missouri,Transport/Logistics,10,12,5315000.0,,$40K-$80K+,False,False,5,3.5,5,3.5,http://www.bournelogistics.com,'+1 417-782-5880,Subtype: fleet_and_warehouse
HIGH,4.4,Tier 1 — Big Bet,Big Boy's Towing & Recovery,Pacific,Missouri,Transport/Logistics,6,7,7363000.0,1.0,$40K-$80K+,False,False,5,3.5,5,3.5,http://www.bigboystowing.com,'+1 636-273-6300,Subtype: fleet_and_warehouse
HIGH,4.4,Tier 1 — Big Bet,"Cahills Construction, Inc.",Rolla,Missouri,Construction,15,37,17792000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.cahillsconstruction.com,'+1 573-729-4119,Subtype: gc_with_subs; Revenue $17.8M
HIGH,4.4,Tier 1 — Big Bet,CW Electric LLC,Lake Lotawana,Missouri,Construction,9,22,17611000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.cwelectrical.com,'+1 606-928-7789,Subtype: gc_with_subs; Revenue $17.6M
HIGH,4.4,Tier 1 — Big Bet,Assisted Student Transportation Services,Kansas City,Kansas,Transport/Logistics,30,37,10000000.0,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.assistedtransportation.com,'+1 800-716-0181,Subtype: fleet_and_warehouse; KC metro; Revenue $10.0M
HIGH,4.4,Tier 1 — Big Bet,HC Sharp Company,Saint Louis,Missouri,Construction,11,19,15067000.0,,$20K-$40K,False,False,5,3.5,5,3.5,http://www.hcsharpco.com,'+1 314-351-6900,Subtype: artisan_trade; Revenue $15.1M
HIGH,4.4,Tier 1 — Big Bet,Southwestern Remodeling,Wichita,Kansas,Construction,7,17,11478000.0,1.0,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.southwesternremodeling.com,'+1 316-263-1239,Subtype: gc_with_subs; Revenue $11.5M
HIGH,4.4,Tier 1 — Big Bet,Colcon Corporation,Sullivan,Missouri,Construction,14,35,32609000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.colconcorp.com,'+1 217-728-2313,Subtype: gc_with_subs; Revenue $32.6M
HIGH,4.4,Tier 1 — Big Bet,Clifton Homes,Blue Springs,Missouri,Construction,25,62,,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.clifton-homes.com,'+1 816-804-1110,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,"Young Electric, Inc.",Wichita,Kansas,Manufacturing,8,10,13883000.0,,$25K-$60K+,False,False,5,3.5,5,3.5,http://www.young-electric.com,'+1 316-681-8118,Subtype: metal_mfg; Revenue $13.9M
HIGH,4.4,Tier 1 — Big Bet,Scott Cooperative Association,Scott City,Kansas,Manufacturing,14,17,13386000.0,,$25K-$60K+,False,False,5,3.5,5,3.5,http://www.scottcoop.com,'+1 620-872-5823,Subtype: general_mfg; Revenue $13.4M
HIGH,4.4,Tier 1 — Big Bet,"Sitelines, Inc.",St. Louis,Missouri,Construction,9,22,13782000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.sitelinesinc.com,'+1 314-534-4513,Subtype: gc_with_subs; Revenue $13.8M
HIGH,4.4,Tier 1 — Big Bet,SiTESPAN LLC,Lenexa,Kansas,Construction,29,72,,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.sitespanllc.com,'+1 913-568-0448,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,Higginbotham Custom Homes & Renovation,St. Louis,Missouri,Construction,12,30,13044000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.homesbyhigginbotham.com,'+1 314-993-0079,Subtype: gc_with_subs; Revenue $13.0M
HIGH,4.4,Tier 1 — Big Bet,Heartlands Building Company,Chesterfield,Missouri,Construction,6,15,46591000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.heartlandshome.com,'+1 636-728-0003,Subtype: gc_with_subs; Revenue $46.6M
HIGH,4.4,Tier 1 — Big Bet,"Heartland Plumbing, Inc.",Gardner,Kansas,Construction,20,50,16655000.0,1.0,$30K-$80K+,False,True,5,4.0,5,3.0,http://www.heartlandplumbing.com,'+1 913-856-5846,Subtype: gc_with_subs; KC metro; Revenue $16.7M
HIGH,4.4,Tier 1 — Big Bet,"Copeland Development & Construction Co.,  Inc.",Chillicothe,Missouri,Construction,6,15,30954000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.copelanddevelopment.com,'+1 660-707-1412,Subtype: gc_with_subs; Revenue $31.0M
HIGH,4.4,Tier 1 — Big Bet,"Coonrod & Associates Construction Co., Inc.",Wichita,Kansas,Construction,12,30,11431000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.coonrod.com,'+1 316-942-8430,Subtype: gc_with_subs; Revenue $11.4M
HIGH,4.4,Tier 1 — Big Bet,"Construction Brokers, Inc.",Grandview,Missouri,Construction,37,92,,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.cbicontractors.com,'+1 816-471-7094,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,"Consolidated Construction Group, Inc.",St. Louis,Missouri,Construction,6,15,21344000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.itswherelifehappens.com,'+1 314-647-9077,Subtype: gc_with_subs; Revenue $21.3M
HIGH,4.4,Tier 1 — Big Bet,Peninsula Polymers,Leawood,Kansas,Manufacturing,31,38,13846000.0,,$25K-$60K+,False,True,5,4.0,5,3.0,http://www.penpoly.com,'+1 816-214-8000,Subtype: chemical_mfg; KC metro; Revenue $13.8M
HIGH,4.4,Tier 1 — Big Bet,Mofilco--Missouri Filter & Process Equipment Co.,Saint Louis,Missouri,Manufacturing,10,12,11554000.0,,$25K-$60K+,False,False,5,3.5,5,3.5,http://www.mofilco.com,'+1 314-821-4321,Subtype: food_mfg; Revenue $11.6M
HIGH,4.4,Tier 1 — Big Bet,Missouri Drywall Supply Inc,Hazelwood,Missouri,Manufacturing,12,15,5000000.0,,$25K-$60K+,False,False,5,3.5,5,3.5,http://www.modrywall.com,'+1 314-731-2282,Subtype: metal_mfg
HIGH,4.4,Tier 1 — Big Bet,"Midwest Valve & Controls, Inc.",St. Louis,Missouri,Manufacturing,7,8,9827000.0,,$25K-$60K+,False,False,5,3.5,5,3.5,http://www.midwestvalve.com,'+1 314-961-0950,Subtype: food_mfg
HIGH,4.4,Tier 1 — Big Bet,Sun Marble - Kansas,Lenexa,Kansas,Construction,2,3,10000000.0,,$20K-$40K,False,True,5,3.0,5,4.0,http://www.sunmarblekc.com,'+1 913-438-3366,Subtype: artisan_trade; KC metro; Revenue $10.0M
HIGH,4.4,Tier 1 — Big Bet,"Apex Construction, Inc",Lenexa,Kansas,Construction,29,72,,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.apexconstructionkc.com,'+1 913-341-3688,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,American Fire Sprinkler Corp,Mission,Kansas,Construction,46,115,15074000.0,,$30K-$80K+,False,True,5,4.0,5,3.0,http://www.americanfiresprinkler.com,'+1 913-722-6900,Subtype: gc_with_subs; KC metro; Revenue $15.1M
HIGH,4.4,Tier 1 — Big Bet,Alliance Fire Protection LLC,North Kansas City,Missouri,Construction,24,60,,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.afpsprink.com,'+1 913-888-0647,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,Sims Global Solutions,Lenexa,Kansas,Transport/Logistics,44,55,6430000.0,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.shipsims.com,'+1 855-326-8671,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,Simlog Solutions,Kansas City,Kansas,Transport/Logistics,24,30,,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.simlogsolutions.com,'+1 913-288-6477,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,"Schmuhl Brothers, Inc.",Kansas City,Kansas,Transport/Logistics,26,32,,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.schmuhlbrothers.com,'+1 913-422-1111,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,BSM Wall Systems,Lenexa,Kansas,Construction,33,82,,,$25K-$60K,False,True,5,4.0,5,3.0,http://www.bsmwallsystems.com,'+1 913-764-4446,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,Moving Proz Kansas City,Kansas City,Missouri,Transport/Logistics,31,38,5066000.0,2.0,$20K-$40K,False,True,5,4.0,5,3.0,http://www.movingproz.com,'+1 913-815-4044,Subtype: warehouse_only; KC metro; 2 locations
HIGH,4.4,Tier 1 — Big Bet,Midwest Express Corporation,Lenexa,Kansas,Transport/Logistics,33,41,149000.0,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.mwex.net,'+1 913-573-1400,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,Midwest Companies,Kansas City,Kansas,Transport/Logistics,21,26,,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.midwestts.com,'+1 913-281-1003,Subtype: fleet_and_warehouse; KC metro
HIGH,4.4,Tier 1 — Big Bet,Mid-Western Car Carriers,Kansas City,Missouri,Transport/Logistics,27,33,22626000.0,,$40K-$80K+,False,True,5,4.0,5,3.0,http://www.mwcci.com,'+1 816-836-5888,Subtype: fleet_and_warehouse; KC metro; Revenue $22.6M
HIGH,4.4,Tier 1 — Big Bet,PAUL GRAY HOMES LLC,Wichita,Kansas,Construction,7,17,18915000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.paulgrayhomes.com,'+1 316-978-9047,Subtype: gc_with_subs; Revenue $18.9M
HIGH,4.4,Tier 1 — Big Bet,P & A Drywall Supply,St. Louis,Missouri,Construction,14,35,21290000.0,,$30K-$80K+,False,False,5,3.5,5,3.5,http://www.pasupplies.com,'+1 314-426-3785,Subtype: gc_with_subs; Revenue $21.3M
HIGH,4.4,Tier 1 — Big Bet,Owen Lumber Co.,Lee's Summit,Missouri,Construction,43,107,22797000.0,1.0,$30K-$80K+,False,True,5,4.0,5,3.0,http://www.owenlumber.com,'+1 816-331-2211,Subtype: gc_with_subs; KC metro; Revenue $22.8M
HIGH,4.4,Tier 1 — Big Bet,"Oliver Electric Construction, Inc.",Lawrence,Kansas,Construction,10,17,13229000.0,,$20K-$40K,False,False,5,3.5,5,3.5,http://www.oliverelectric.com,'+1 785-748-0777,Subtype: artisan_trade; Revenue $13.2M
HIGH,4.4,Tier 1 — Big Bet,Starr Homes,Overland Park,Kansas,Construction,32,80,8846000.0,,$30K-$80K+,False,True,5,4.0,5,3.0,http://www.starrhomes.net,'+1 913-663-4548,Subtype: gc_with_subs; KC metro
HIGH,4.4,Tier 1 — Big Bet,Stanger Industries Inc.,Kansas City,Missouri,Construction,38,95,22460000.0,,$30K-$80K+,False,True,5,4.0,5,3.0,http://www.stangerinc.com,'+1 816-861-2800,Subtype: gc_with_subs; KC metro; Revenue $22.5M
